age,study,area,genre,nationality,painting_1_v1,painting_1_v2,painting_1_v3,painting_1_v4,painting_2_v1,painting_2_v2,painting_2_v3,painting_2_v4,painting_3_v1,painting_3_v2,painting_3_v3,painting_3_v4,painting_4_v1,painting_4_v2,painting_4_v3,painting_4_v4,painting_5_v1,painting_5_v2,painting_5_v3,painting_5_v4,painting_6_v1,painting_6_v2,painting_6_v3,painting_6_v4,painting_7_v1,painting_7_v2,painting_7_v3,painting_7_v4,painting_8_v1,painting_8_v2,painting_8_v3,painting_8_v4,painting_9_v1,painting_9_v2,painting_9_v3,painting_9_v4,painting_10_v1,painting_10_v2,painting_10_v3,painting_10_v4,painting_11_v1,painting_11_v2,painting_11_v3,painting_11_v4,painting_12_v1,painting_12_v2,painting_12_v3,painting_12_v4,painting_13_v1,painting_13_v2,painting_13_v3,painting_13_v4,painting_14_v1,painting_14_v2,painting_14_v3,painting_14_v4,painting_15_v1,painting_15_v2,painting_15_v3,painting_15_v4,painting_16_v1,painting_16_v2,painting_16_v3,painting_16_v4,painting_17_v1,painting_17_v2,painting_17_v3,painting_17_v4,painting_18_v1,painting_18_v2,painting_18_v3,painting_18_v4,painting_19_v1,painting_19_v2,painting_19_v3,painting_19_v4,painting_20_v1,painting_20_v2,painting_20_v3,painting_20_v4
23,Graduate,Engineering,Male,Chile,Sadness,Fear,Contentment,Amusement,Fear,Contentment,Amusement,Sadness,Amusement,Contentment,Sadness,Fear,Contentment,Fear,Amusement,Sadness,Contentment,Amusement,Fear,Sadness,Amusement,Contentment,Sadness,Fear,Contentment,Amusement,Fear,Sadness,Amusement,Contentment,Fear,Sadness,Sadness,Fear,Contentment,Amusement,Sadness,Contentment,Fear,Amusement,Amusement,Sadness,Contentment,Fear,Amusement,Fear,Contentment,Sadness,Fear,Contentment,Sadness,Amusement,Amusement,Contentment,Sadness,Fear,Amusement,Fear,Contentment,Sadness,Amusement,Fear,Sadness,Contentment,Sadness,Fear,Amusement,Contentment,Sadness,Contentment,Fear,Amusement,Amusement,Sadness,Fear,Contentment,Amusement,Fear,Contentment,Sadness
54,Postgraduate,Engineering,Male,Greece,Sadness,Contentment,Amusement,Contentment,Sadness,Amusement,Contentment,Sadness,Contentment,Sadness,Sadness,Sadness,Sadness,Sadness,Contentment,Contentment,Contentment,Contentment,Contentment,Sadness,Amusement,Amusement,Contentment,Contentment,Sadness,Fear,Sadness,Contentment,Contentment,Sadness,Contentment,Sadness,Contentment,Contentment,Contentment,Contentment,Sadness,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Fear,Contentment,Fear,Fear,Contentment,Contentment,Contentment,Contentment,Amusement,Sadness,Sadness,Contentment,Amusement,Amusement,Amusement,Amusement,Contentment,Contentment,Contentment,Contentment,Sadness,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Sadness,Contentment,Contentment
25,Postgraduate,Engineering,Male,Chile,Sadness,Contentment,Fear,Amusement,Amusement,Fear,Contentment,Sadness,Contentment,Sadness,Fear,Amusement,Fear,Sadness,Contentment,Amusement,Fear,Contentment,Amusement,Sadness,Amusement,Contentment,Fear,Sadness,Contentment,Amusement,Sadness,Fear,Contentment,Sadness,Fear,Amusement,Amusement,Fear,Contentment,Sadness,Fear,Sadness,Amusement,Contentment,Sadness,Fear,Amusement,Contentment,Fear,Contentment,Amusement,Sadness,Contentment,Fear,Sadness,Amusement,Amusement,Contentment,Fear,Sadness,Amusement,Sadness,Fear,Contentment,Contentment,Fear,Sadness,Amusement,Fear,Sadness,Contentment,Amusement,Fear,Sadness,Amusement,Contentment,Amusement,Contentment,Fear,Sadness,Amusement,Sadness,Fear,Contentment
43,Postgraduate,Engineering,Male,Chile,Fear,Sadness,Contentment,Amusement,Sadness,Contentment,Contentment,Sadness,Contentment,Contentment,Contentment,Contentment,Amusement,Contentment,Contentment,Contentment,Amusement,Contentment,Contentment,Sadness,Amusement,Contentment,Contentment,Contentment,Fear,Fear,Fear,Amusement,Sadness,Fear,Sadness,Sadness,Sadness,Sadness,Sadness,Fear,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Contentment,Contentment,Contentment,Sadness,Contentment,Amusement,Contentment,Contentment,Fear,Fear,Fear,Fear,Contentment,Contentment,Fear,Sadness,Contentment,Fear,Fear,Contentment,Fear,Sadness,Contentment,Sadness,Fear,Sadness,Sadness,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment
30,Graduate,Engineering,Male,Chile,Fear,Contentment,Sadness,Contentment,Fear,Fear,Contentment,Sadness,Contentment,Contentment,Sadness,Fear,Sadness,Contentment,Contentment,Amusement,Contentment,Contentment,Sadness,Fear,Amusement,Contentment,Sadness,Sadness,Fear,Fear,Fear,Fear,Sadness,Fear,Fear,Sadness,Sadness,Sadness,Fear,Sadness,Sadness,Fear,Contentment,Contentment,Sadness,Fear,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Amusement,Fear,Fear,Sadness,Contentment,Fear,Sadness,Amusement,Sadness,Fear,Contentment,Contentment,Contentment,Sadness,Sadness,Fear,Sadness,Contentment,Sadness,Fear,Contentment,Sadness,Contentment,Amusement,Amusement,Sadness,Contentment,Contentment,Fear,Amusement,Amusement
27,Graduate,Engineering,Male,Chile,Sadness,Fear,Fear,Fear,Fear,Amusement,Contentment,Fear,Contentment,Amusement,Sadness,Fear,Contentment,Contentment,Contentment,Amusement,Amusement,Contentment,Sadness,Fear,Contentment,Amusement,Amusement,Contentment,Amusement,Fear,Amusement,Sadness,Contentment,Sadness,Amusement,Sadness,Sadness,Amusement,Contentment,Fear,Sadness,Sadness,Contentment,Amusement,Sadness,Sadness,Sadness,Contentment,Amusement,Amusement,Amusement,Fear,Amusement,Contentment,Fear,Sadness,Sadness,Amusement,Sadness,Contentment,Amusement,Fear,Fear,Contentment,Sadness,Amusement,Sadness,Contentment,Fear,Sadness,Amusement,Sadness,Fear,Contentment,Sadness,Contentment,Amusement,Contentment,Fear,Contentment,Sadness,Fear,Amusement,Sadness
38,Postgraduate,Engineering,Male,Venezuela,Fear,Contentment,Contentment,Contentment,Sadness,Contentment,Amusement,Fear,Amusement,Contentment,Fear,Sadness,Contentment,Contentment,Contentment,Contentment,Amusement,Contentment,Sadness,Fear,Contentment,Amusement,Fear,Fear,Fear,Fear,Fear,Fear,Contentment,Fear,Amusement,Sadness,Fear,Fear,Fear,Sadness,Sadness,Sadness,Amusement,Fear,Sadness,Sadness,Sadness,Contentment,Contentment,Amusement,Amusement,Amusement,Amusement,Contentment,Amusement,Sadness,Sadness,Contentment,Fear,Sadness,Contentment,Sadness,Sadness,Amusement,Sadness,Contentment,Sadness,Sadness,Fear,Fear,Amusement,Fear,Fear,Contentment,Fear,Sadness,Amusement,Contentment,Amusement,Amusement,Sadness,Fear,Contentment,Amusement
31,Postgraduate,Natural Sciences,Male,Chile,Sadness,Contentment,Sadness,Sadness,Amusement,Amusement,Contentment,Fear,Contentment,Contentment,Sadness,Sadness,Contentment,Contentment,Contentment,Amusement,Contentment,Amusement,Fear,Sadness,Contentment,Amusement,Amusement,Sadness,Contentment,Contentment,Fear,Sadness,Contentment,Amusement,Fear,Sadness,Contentment,Amusement,Sadness,Fear,Contentment,Contentment,Contentment,Contentment,Sadness,Sadness,Sadness,Sadness,Contentment,Contentment,Amusement,Contentment,Amusement,Amusement,Fear,Fear,Sadness,Sadness,Sadness,Sadness,Amusement,Sadness,Sadness,Contentment,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Contentment,Sadness,Contentment,Amusement,Amusement,Contentment,Amusement,Amusement,Amusement,Amusement,Fear,Fear,Fear,Fear
24,Graduate,Engineering,Male,Chile,Fear,Sadness,Amusement,Contentment,Sadness,Amusement,Contentment,Fear,Contentment,Amusement,Fear,Fear,Fear,Fear,Fear,Fear,Sadness,Sadness,Fear,Fear,Amusement,Contentment,Sadness,Fear,Sadness,Fear,Contentment,Amusement,Sadness,Fear,Amusement,Sadness,Sadness,Fear,Contentment,Fear,Sadness,Sadness,Fear,Sadness,Fear,Fear,Fear,Contentment,Contentment,Contentment,Sadness,Fear,Contentment,Amusement,Fear,Fear,Fear,Fear,Fear,Fear,Amusement,Fear,Fear,Contentment,Sadness,Amusement,Fear,Sadness,Fear,Fear,Contentment,Sadness,Fear,Contentment,Sadness,Contentment,Amusement,Contentment,Fear,Sadness,Contentment,Fear,Amusement,Contentment
36,Postgraduate,Social Sciences,Male,Chile,Fear,Contentment,Amusement,Sadness,Sadness,Amusement,Contentment,Fear,Contentment,Amusement,Fear,Sadness,Sadness,Sadness,Contentment,Amusement,Contentment,Sadness,Sadness,Fear,Amusement,Contentment,Sadness,Sadness,Sadness,Fear,Contentment,Fear,Sadness,Fear,Fear,Sadness,Sadness,Contentment,Sadness,Fear,Sadness,Sadness,Contentment,Contentment,Sadness,Sadness,Sadness,Sadness,Amusement,Contentment,Contentment,Sadness,Contentment,Amusement,Fear,Sadness,Sadness,Contentment,Sadness,Sadness,Contentment,Sadness,Fear,Contentment,Contentment,Contentment,Sadness,Sadness,Fear,Sadness,Contentment,Contentment,Fear,Contentment,Sadness,Contentment,Amusement,Contentment,Sadness,Contentment,Contentment,Fear,Amusement,Contentment
37,Postgraduate,Engineering,Male,Chile,Fear,Sadness,Amusement,Contentment,Sadness,Amusement,Contentment,Fear,Amusement,Contentment,Sadness,Fear,Fear,Sadness,Contentment,Amusement,Amusement,Contentment,Sadness,Fear,Amusement,Contentment,Sadness,Fear,Sadness,Fear,Contentment,Fear,Contentment,Fear,Amusement,Sadness,Sadness,Contentment,Amusement,Fear,Fear,Sadness,Contentment,Amusement,Fear,Sadness,Contentment,Amusement,Amusement,Contentment,Sadness,Fear,Contentment,Amusement,Fear,Sadness,Sadness,Amusement,Fear,Contentment,Amusement,Sadness,Fear,Contentment,Contentment,Amusement,Fear,Sadness,Fear,Sadness,Amusement,Contentment,Fear,Contentment,Sadness,Amusement,Amusement,Contentment,Fear,Sadness,Sadness,Fear,Amusement,Contentment
21,Secondary,Social Sciences,Female,Spain,Fear,Amusement,Contentment,Sadness,Sadness,Contentment,Amusement,Fear,Contentment,Amusement,Sadness,Fear,Sadness,Fear,Amusement,Contentment,Contentment,Amusement,Sadness,Fear,Contentment,Amusement,Fear,Sadness,Sadness,Fear,Amusement,Contentment,Amusement,Fear,Contentment,Sadness,Amusement,Fear,Contentment,Sadness,Fear,Sadness,Amusement,Contentment,Fear,Sadness,Amusement,Contentment,Contentment,Amusement,Amusement,Sadness,Amusement,Contentment,Amusement,Sadness,Fear,Contentment,Fear,Amusement,Amusement,Sadness,Fear,Contentment,Amusement,Contentment,Sadness,Fear,Fear,Sadness,Contentment,Amusement,Sadness,Amusement,Fear,Contentment,Amusement,Contentment,Sadness,Contentment,Sadness,Fear,Contentment,Amusement
23,Graduate,Engineering,Male,Chile,Sadness,Amusement,Fear,Contentment,Sadness,Amusement,Contentment,Fear,Contentment,Amusement,Sadness,Fear,Sadness,Fear,Contentment,Amusement,Contentment,Amusement,Sadness,Fear,Amusement,Contentment,Fear,Sadness,Sadness,Fear,Contentment,Amusement,Contentment,Fear,Amusement,Sadness,Amusement,Fear,Contentment,Sadness,Fear,Sadness,Contentment,Amusement,Sadness,Fear,Amusement,Contentment,Amusement,Contentment,Sadness,Fear,Fear,Amusement,Contentment,Sadness,Sadness,Fear,Contentment,Amusement,Amusement,Sadness,Fear,Contentment,Contentment,Amusement,Fear,Sadness,Fear,Sadness,Contentment,Amusement,Fear,Amusement,Sadness,Contentment,Amusement,Contentment,Sadness,Fear,Fear,Sadness,Amusement,Contentment
40,Postgraduate,Engineering,Male,Chile,Fear,Contentment,Amusement,Sadness,Sadness,Amusement,Contentment,Fear,Contentment,Amusement,Sadness,Fear,Fear,Sadness,Contentment,Amusement,Amusement,Contentment,Sadness,Fear,Amusement,Contentment,Fear,Sadness,Sadness,Fear,Contentment,Amusement,Contentment,Fear,Amusement,Sadness,Contentment,Fear,Amusement,Sadness,Fear,Sadness,Contentment,Amusement,Fear,Sadness,Contentment,Amusement,Amusement,Contentment,Contentment,Sadness,Contentment,Amusement,Fear,Sadness,Sadness,Contentment,Fear,Fear,Amusement,Sadness,Fear,Contentment,Sadness,Contentment,Sadness,Sadness,Fear,Fear,Contentment,Sadness,Fear,Contentment,Sadness,Contentment,Amusement,Contentment,Fear,Sadness,Sadness,Fear,Amusement,Contentment
45,Postgraduate,Engineering,Male,Spain,Fear,Contentment,Amusement,Sadness,Sadness,Fear,Contentment,Fear,Contentment,Amusement,Sadness,Fear,Amusement,Amusement,Contentment,Amusement,Amusement,Amusement,Sadness,Fear,Contentment,Contentment,Sadness,Amusement,Fear,Fear,Amusement,Fear,Contentment,Fear,Amusement,Sadness,Fear,Fear,Sadness,Fear,Amusement,Sadness,Contentment,Contentment,Sadness,Sadness,Sadness,Amusement,Contentment,Amusement,Sadness,Sadness,Amusement,Contentment,Amusement,Amusement,Sadness,Amusement,Sadness,Amusement,Amusement,Sadness,Sadness,Amusement,Amusement,Amusement,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Fear,Sadness,Sadness,Amusement,Contentment,Contentment,Sadness,Sadness,Amusement,Fear,Fear,Fear
36,Postgraduate,Engineering,Male,Chile,Fear,Fear,Sadness,Sadness,Sadness,Sadness,Contentment,Sadness,Contentment,Contentment,Sadness,Sadness,Contentment,Contentment,Contentment,Contentment,Sadness,Sadness,Fear,Fear,Amusement,Amusement,Sadness,Sadness,Fear,Fear,Fear,Fear,Amusement,Sadness,Amusement,Sadness,Fear,Fear,Fear,Fear,Amusement,Amusement,Contentment,Contentment,Amusement,Sadness,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Amusement,Amusement,Amusement,Amusement,Sadness,Amusement,Sadness,Sadness,Amusement,Sadness,Sadness,Contentment,Sadness,Contentment,Sadness,Sadness,Fear,Sadness,Contentment,Sadness,Fear,Contentment,Sadness,Contentment,Amusement,Amusement,Amusement,Amusement,Amusement,Amusement,Amusement,Amusement
24,Secondary,None,Female,Chile,Fear,Contentment,Amusement,Sadness,Sadness,Amusement,Contentment,Fear,Contentment,Amusement,Fear,Sadness,Fear,Sadness,Contentment,Amusement,Contentment,Amusement,Sadness,Fear,Amusement,Contentment,Sadness,Fear,Sadness,Fear,Contentment,Amusement,Contentment,Fear,Amusement,Sadness,Contentment,Sadness,Amusement,Fear,Sadness,Amusement,Contentment,Fear,Fear,Sadness,Amusement,Contentment,Contentment,Amusement,Fear,Sadness,Contentment,Amusement,Fear,Sadness,Sadness,Amusement,Fear,Contentment,Amusement,Sadness,Fear,Contentment,Contentment,Amusement,Fear,Sadness,Fear,Sadness,Amusement,Contentment,Fear,Sadness,Amusement,Contentment,Amusement,Sadness,Fear,Contentment,Contentment,Fear,Amusement,Sadness
23,Graduate,Engineering,Male,Chile,Fear,Contentment,Amusement,Sadness,Sadness,Amusement,Contentment,Fear,Contentment,Amusement,Sadness,Fear,Sadness,Contentment,Amusement,Fear,Amusement,Contentment,Fear,Sadness,Amusement,Contentment,Sadness,Fear,Amusement,Fear,Sadness,Contentment,Contentment,Fear,Amusement,Sadness,Sadness,Amusement,Contentment,Fear,Fear,Sadness,Contentment,Amusement,Fear,Sadness,Amusement,Contentment,Amusement,Contentment,Fear,Sadness,Contentment,Amusement,Fear,Sadness,Fear,Amusement,Sadness,Contentment,Amusement,Sadness,Fear,Contentment,Contentment,Amusement,Fear,Sadness,Fear,Sadness,Amusement,Contentment,Fear,Contentment,Sadness,Amusement,Amusement,Contentment,Fear,Sadness,Sadness,Fear,Amusement,Contentment
21,Secondary,Social Sciences,Female,Spain,Sadness,Contentment,Amusement,Fear,Amusement,Fear,Contentment,Sadness,Contentment,Amusement,Sadness,Fear,Sadness,Fear,Contentment,Amusement,Contentment,Amusement,Sadness,Fear,Amusement,Contentment,Sadness,Fear,Amusement,Sadness,Contentment,Fear,Contentment,Fear,Amusement,Sadness,Sadness,Amusement,Contentment,Fear,Sadness,Fear,Contentment,Amusement,Fear,Sadness,Amusement,Contentment,Amusement,Contentment,Sadness,Fear,Contentment,Amusement,Fear,Sadness,Fear,Amusement,Sadness,Contentment,Amusement,Fear,Sadness,Contentment,Contentment,Amusement,Fear,Sadness,Fear,Sadness,Amusement,Contentment,Fear,Contentment,Sadness,Amusement,Contentment,Contentment,Fear,Sadness,Contentment,Fear,Amusement,Contentment
48,Postgraduate,Engineering,Male,Chile,Fear,Sadness,Contentment,Amusement,Sadness,Contentment,Amusement,Fear,Amusement,Contentment,Sadness,Fear,Contentment,Fear,Contentment,Amusement,Amusement,Contentment,Sadness,Fear,Amusement,Contentment,Sadness,Sadness,Sadness,Fear,Sadness,Amusement,Contentment,Fear,Amusement,Sadness,Fear,Amusement,Contentment,Sadness,Sadness,Fear,Contentment,Amusement,Fear,Sadness,Contentment,Amusement,Amusement,Contentment,Sadness,Sadness,Amusement,Amusement,Sadness,Sadness,Sadness,Contentment,Sadness,Contentment,Amusement,Sadness,Sadness,Contentment,Contentment,Amusement,Sadness,Sadness,Fear,Fear,Fear,Fear,Fear,Sadness,Sadness,Contentment,Fear,Sadness,Fear,Sadness,Contentment,Fear,Amusement,Contentment
18,Secondary,Natural Sciences,Female,Turkey,Fear,Contentment,Sadness,Fear,Fear,Sadness,Contentment,Fear,Contentment,Sadness,Sadness,Fear,Contentment,Fear,Fear,Amusement,Fear,Amusement,Contentment,Fear,Amusement,Amusement,Fear,Contentment,Sadness,Fear,Fear,Contentment,Contentment,Fear,Contentment,Fear,Sadness,Sadness,Contentment,Sadness,Sadness,Sadness,Fear,Contentment,Sadness,Sadness,Contentment,Fear,Amusement,Contentment,Sadness,Amusement,Fear,Amusement,Amusement,Fear,Sadness,Contentment,Fear,Amusement,Amusement,Sadness,Fear,Contentment,Contentment,Fear,Sadness,Sadness,Fear,Sadness,Contentment,Sadness,Fear,Sadness,Sadness,Contentment,Contentment,Contentment,Fear,Sadness,Contentment,Fear,Amusement,Sadness
19,Secondary,Engineering,Female,Turkey,Fear,Contentment,Sadness,Contentment,Sadness,Amusement,Contentment,Fear,Contentment,Contentment,Fear,Sadness,Contentment,Fear,Contentment,Amusement,Contentment,Fear,Fear,Sadness,Amusement,Contentment,Fear,Fear,Fear,Sadness,Contentment,Amusement,Amusement,Fear,Contentment,Sadness,Contentment,Fear,Contentment,Amusement,Fear,Contentment,Amusement,Amusement,Sadness,Fear,Contentment,Contentment,Amusement,Contentment,Fear,Fear,Fear,Amusement,Fear,Contentment,Fear,Amusement,Fear,Contentment,Amusement,Contentment,Sadness,Contentment,Sadness,Sadness,Sadness,Sadness,Sadness,Fear,Contentment,Fear,Contentment,Contentment,Contentment,Amusement,Contentment,Amusement,Contentment,Contentment,Fear,Fear,Fear,Contentment
40,Postgraduate,Engineering,Male,Chile,Fear,Amusement,Contentment,Sadness,Sadness,Amusement,Contentment,Fear,Contentment,Amusement,Sadness,Fear,Fear,Sadness,Amusement,Contentment,Contentment,Amusement,Sadness,Fear,Contentment,Amusement,Sadness,Fear,Sadness,Fear,Amusement,Contentment,Amusement,Fear,Contentment,Sadness,Sadness,Amusement,Contentment,Fear,Fear,Sadness,Amusement,Contentment,Fear,Sadness,Amusement,Contentment,Contentment,Amusement,Sadness,Fear,Fear,Contentment,Amusement,Sadness,Fear,Contentment,Sadness,Amusement,Contentment,Sadness,Fear,Amusement,Amusement,Contentment,Fear,Sadness,Fear,Sadness,Contentment,Amusement,Fear,Amusement,Sadness,Contentment,Contentment,Amusement,Fear,Sadness,Amusement,Fear,Contentment,Sadness
54,Postgraduate,Social Sciences,Female,Bolivia,Fear,Fear,Amusement,Sadness,Amusement,Amusement,Contentment,Fear,Contentment,Amusement,Fear,Sadness,Fear,Fear,Contentment,Contentment,Amusement,Contentment,Sadness,Fear,Contentment,Contentment,Sadness,Sadness,Fear,Fear,Fear,Amusement,Amusement,Fear,Fear,Sadness,Sadness,Fear,Fear,Fear,Sadness,Amusement,Amusement,Amusement,Sadness,Sadness,Sadness,Amusement,Amusement,Sadness,Sadness,Sadness,Amusement,Contentment,Amusement,Sadness,Fear,Amusement,Fear,Fear,Amusement,Sadness,Fear,Amusement,Amusement,Contentment,Amusement,Amusement,Fear,Sadness,Contentment,Amusement,Sadness,Sadness,Sadness,Sadness,Amusement,Amusement,Sadness,Amusement,Amusement,Sadness,Contentment,Amusement
21,Graduate,Social Sciences,Female,Spain,Sadness,Contentment,Fear,Sadness,Sadness,Contentment,Amusement,Fear,Contentment,Contentment,Sadness,Sadness,Contentment,Contentment,Contentment,Amusement,Amusement,Contentment,Amusement,Sadness,Contentment,Contentment,Contentment,Contentment,Fear,Fear,Fear,Amusement,Contentment,Sadness,Contentment,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Sadness,Contentment,Contentment,Sadness,Sadness,Sadness,Amusement,Contentment,Contentment,Contentment,Contentment,Amusement,Contentment,Sadness,Sadness,Amusement,Amusement,Amusement,Amusement,Contentment,Sadness,Sadness,Contentment,Fear,Fear,Fear,Fear,Fear,Sadness,Contentment,Sadness,Sadness,Contentment,Contentment,Contentment,Amusement,Contentment,Contentment,Contentment,Contentment,Sadness,Amusement,Contentment
53,Graduate,Social Sciences,Female,Spain,Contentment,Amusement,Amusement,Contentment,Sadness,Amusement,Contentment,Sadness,Contentment,Contentment,Contentment,Sadness,Contentment,Contentment,Contentment,Contentment,Amusement,Amusement,Sadness,Sadness,Amusement,Amusement,Contentment,Contentment,Fear,Fear,Fear,Amusement,Contentment,Amusement,Amusement,Amusement,Amusement,Amusement,Amusement,Contentment,Amusement,Amusement,Contentment,Amusement,Sadness,Sadness,Amusement,Contentment,Contentment,Contentment,Contentment,Contentment,Amusement,Amusement,Amusement,Amusement,Amusement,Contentment,Amusement,Amusement,Amusement,Sadness,Sadness,Contentment,Amusement,Amusement,Amusement,Sadness,Sadness,Sadness,Contentment,Contentment,Amusement,Amusement,Amusement,Contentment,Amusement,Contentment,Contentment,Contentment,Amusement,Amusement,Amusement,Amusement
25,Vocational Training,Social Sciences,Female,Spain,Fear,Sadness,Amusement,Contentment,Fear,Sadness,Amusement,Contentment,Fear,Sadness,Amusement,Contentment,Contentment,Amusement,Sadness,Fear,Contentment,Amusement,Sadness,Fear,Contentment,Amusement,Sadness,Fear,Contentment,Amusement,Sadness,Fear,Contentment,Fear,Amusement,Sadness,Amusement,Amusement,Sadness,Fear,Contentment,Contentment,Contentment,Contentment,Amusement,Amusement,Amusement,Amusement,Amusement,Amusement,Amusement,Amusement,Amusement,Amusement,Amusement,Amusement,Contentment,Fear,Amusement,Sadness,Amusement,Amusement,Amusement,Amusement,Contentment,Amusement,Contentment,Contentment,Sadness,Amusement,Amusement,Contentment,Amusement,Fear,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Amusement,Amusement,Amusement,Amusement
22,Vocational Training,Social Sciences,Female,Spain,Fear,Amusement,Amusement,Contentment,Sadness,Amusement,Amusement,Fear,Contentment,Contentment,Sadness,Sadness,Amusement,Amusement,Contentment,Contentment,Amusement,Amusement,Amusement,Fear,Amusement,Contentment,Amusement,Amusement,Sadness,Fear,Contentment,Amusement,Contentment,Fear,Amusement,Sadness,Fear,Amusement,Amusement,Fear,Contentment,Contentment,Contentment,Contentment,Sadness,Sadness,Amusement,Contentment,Contentment,Contentment,Contentment,Contentment,Amusement,Amusement,Amusement,Amusement,Fear,Fear,Sadness,Amusement,Amusement,Fear,Fear,Contentment,Amusement,Fear,Fear,Sadness,Fear,Sadness,Contentment,Amusement,Fear,Amusement,Amusement,Contentment,Contentment,Contentment,Sadness,Sadness,Contentment,Fear,Amusement,Amusement
24,Vocational Training,Social Sciences,Female,Spain,Fear,Contentment,Contentment,Amusement,Sadness,Amusement,Contentment,Sadness,Contentment,Contentment,Sadness,Fear,Contentment,Contentment,Contentment,Amusement,Contentment,Contentment,Sadness,Sadness,Amusement,Contentment,Sadness,Sadness,Fear,Fear,Fear,Fear,Contentment,Sadness,Amusement,Sadness,Sadness,Fear,Sadness,Fear,Fear,Contentment,Sadness,Contentment,Fear,Sadness,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Amusement,Amusement,Amusement,Sadness,Contentment,Contentment,Contentment,Amusement,Sadness,Fear,Contentment,Fear,Amusement,Fear,Fear,Fear,Sadness,Contentment,Sadness,Fear,Contentment,Sadness,Contentment,Contentment,Contentment,Contentment,Contentment,Contentment,Fear,Contentment,Contentment
22,Vocational Training,Humanities,Female,Spain,Sadness,Contentment,Fear,Amusement,Sadness,Amusement,Contentment,Fear,Contentment,Amusement,Sadness,Fear,Amusement,Amusement,Contentment,Contentment,Amusement,Contentment,Sadness,Fear,Amusement,Amusement,Amusement,Amusement,Amusement,Amusement,Amusement,Fear,Amusement,Fear,Fear,Sadness,Sadness,Sadness,Sadness,Fear,Sadness,Sadness,Amusement,Contentment,Sadness,Sadness,Amusement,Contentment,Amusement,Contentment,Sadness,Sadness,Amusement,Fear,Amusement,Amusement,Sadness,Contentment,Sadness,Amusement,Amusement,Sadness,Sadness,Contentment,Sadness,Amusement,Sadness,Sadness,Sadness,Sadness,Amusement,Contentment,Sadness,Sadness,Amusement,Contentment,Amusement,Contentment,Sadness,Contentment,Amusement,Fear,Fear,Contentment
24,Vocational Training,Social Sciences,Female,Spain,Sadness,Contentment,Fear,Amusement,Sadness,Amusement,Contentment,Fear,Amusement,Contentment,Fear,Sadness,Sadness,Fear,Amusement,Contentment,Amusement,Contentment,Sadness,Fear,Contentment,Contentment,Amusement,Sadness,Amusement,Fear,Sadness,Contentment,Amusement,Fear,Contentment,Sadness,Amusement,Sadness,Contentment,Fear,Fear,Amusement,Contentment,Sadness,Sadness,Fear,Sadness,Contentment,Contentment,Amusement,Sadness,Sadness,Amusement,Contentment,Sadness,Sadness,Sadness,Contentment,Fear,Contentment,Amusement,Fear,Sadness,Contentment,Sadness,Contentment,Fear,Sadness,Sadness,Fear,Contentment,Amusement,Sadness,Contentment,Fear,Contentment,Amusement,Contentment,Sadness,Contentment,Sadness,Sadness,Contentment,Amusement
20,Secondary,Social Sciences,Female,Spain,Sadness,Sadness,Fear,Contentment,Fear,Amusement,Contentment,Sadness,Contentment,Contentment,Sadness,Sadness,Contentment,Contentment,Contentment,Contentment,Contentment,Sadness,Sadness,Fear,Amusement,Contentment,Contentment,Sadness,Sadness,Fear,Sadness,Amusement,Contentment,Fear,Amusement,Sadness,Fear,Sadness,Contentment,Sadness,Sadness,Contentment,Contentment,Amusement,Fear,Sadness,Contentment,Contentment,Amusement,Contentment,Contentment,Contentment,Contentment,Amusement,Contentment,Contentment,Sadness,Contentment,Sadness,Sadness,Amusement,Sadness,Fear,Contentment,Contentment,Contentment,Sadness,Contentment,Fear,Sadness,Amusement,Contentment,Sadness,Sadness,Contentment,Amusement,Amusement,Contentment,Sadness,Contentment,Contentment,Fear,Contentment,Sadness
21,Secondary,Social Sciences,Female,Spain,Sadness,Contentment,Amusement,Amusement,Amusement,Contentment,Contentment,Sadness,Contentment,Contentment,Amusement,Sadness,Contentment,Sadness,Contentment,Amusement,Amusement,Contentment,Fear,Sadness,Contentment,Amusement,Sadness,Fear,Sadness,Fear,Fear,Amusement,Contentment,Fear,Amusement,Sadness,Contentment,Amusement,Sadness,Fear,Fear,Sadness,Sadness,Amusement,Sadness,Sadness,Sadness,Contentment,Amusement,Sadness,Sadness,Sadness,Contentment,Amusement,Fear,Sadness,Fear,Amusement,Sadness,Sadness,Amusement,Sadness,Fear,Contentment,Fear,Amusement,Sadness,Sadness,Sadness,Fear,Amusement,Sadness,Sadness,Fear,Contentment,Amusement,Amusement,Contentment,Sadness,Fear,Sadness,Fear,Amusement,Amusement
